fromNode toNode weight direction fromAltName toAltName
Cryab Manf 0.0957921581996679 undirected NA NA
Cryab Mapk12 0.0666127715013723 undirected NA NA
Cryab Mical1 0.0627724766968125 undirected NA NA
Cryab Nsdhl 0.135453574050626 undirected NA NA
Cryab Pdia3 0.0664367627807491 undirected NA NA
Cryab Pdia4 0.0398730303435384 undirected NA NA
Cryab Pdia6 0.0843604395383545 undirected NA NA
Cryab Prnp 0.22735073290838 undirected NA NA
Cryab Psen1 0.202674177548073 undirected NA NA
Cryab Pstpip2 0.0956571446629451 undirected NA NA
Cryab Rab34 0.0758595957703982 undirected NA NA
Cryab Rps6ka5 0.167804609661514 undirected NA NA
Cryab Sars2 0.105305972409944 undirected NA NA
Cryab Sc4mol 0.151074808986464 undirected NA NA
Cryab Sdf2l1 0.0805320225537605 undirected NA NA
Cryab Sh3rf3 0.0524090026675186 undirected NA NA
Cryab Slc6a13 0.114429232246239 undirected NA NA
Cryab Spice1 0.0518720410486187 undirected NA NA
Cryab Srebf1 0.0940687617413275 undirected NA NA
Cryab Stard4 0.199309693400002 undirected NA NA
Cryab Taf6l 0.0297258858883765 undirected NA NA
Cryab Tnni1 0.0497675744486139 undirected NA NA
Cryab Tox 0.0894124685627731 undirected NA NA
Cryab Wdr6 0.0650449597488808 undirected NA NA
Cryab Xbp1 0.197012502041773 undirected NA NA
Cryab Zdhhc14 0.0700669176800137 undirected NA NA
Cys1 Dhcr24 0.0671386314513057 undirected NA NA
Cys1 Dnajb11 0.119600196589268 undirected NA NA
Cys1 Dnajc3 0.231420324660815 undirected NA NA
Cys1 E130307A14Rik 0.0274794089198039 undirected NA NA
Cys1 Fdft1 0.0801025454076178 undirected NA NA
Cys1 Fdps 0.240499463705382 undirected NA NA
Cys1 Gm6741 0.208016727757916 undirected NA NA
Cys1 Gm7120 0.0615785437114719 undirected NA NA
